filename,caption
100.png,"['একজন মহিলা মানুষ কাজ করছে।', ' ১ জন মহিলা শারি পরে হাতে একটি বেলচা নিয়ে পাথিতে কয়লা তুলছে একটি কয়লার স্তপ থেকে তার পাশে আরও ৩ টি পাথি। ']"
101.png,"['আলো ও আধারের মাঝে দুইজন মানুষ দেখা যাচ্ছে।', 'কুয়াশাছন্ন একটি রাস্তা দিয়ে ব্যান চালাচ্ছে একজন আরেকজন ব্যানে বসে আছে যাদের পাশে একটি গাড়ির লাইট জ্বলে আছে। ']"
102.png,"['একজন বালিকা হাসছে।', 'একটি ছোট মেয়ে লম্বা কালো চুল এলোমেলো করে হাসি মুখে দাড়িয়ে আছে তার গলায় একটি গামছা প্যাঁচানো। ']"
103.png,"['একজন পুরুষ মানুষ কাজ করছে।', 'একটি কৃষক শার্ট পরে লুঙ্গী কেছে হাতে একটি হাড়ি নিয়ে সাদা সার ধানের  জমিতে ছিটিয়ে দিচ্ছে। ']"
104.png,"['নয় জন পুরুষ মানুষ দাঁড়িয়ে আছে।', '৯ জন পুরুষ একটি টিউবওয়েল বসাচ্ছে ৩ জন একটি পাইপ ধরে আছে ৩ জন দাড়িয়ে ১ জন একটি পাইপ লাগাচ্ছে ১ জন পিছনে বেকে দাড়িয়ে আছে। ']"
105.png,"['এখানে পাঁচ জন পুরুষ মানুষ আছে।', '৫ জন পুরুষ একটি কাঠের মিলের কিছু গাছের উপরে এলোমেলো বসে এবং দারিয়ে আছে যার মাঝে একজন লুঙ্গী শার্ট পরে দাড়িয়ে আছে বাকিরা বসে আছে। ']"
106.png,"['লাল জামা পরিহিত একজন পুরুষ মানুষ দাঁড়িয়ে আছে।', 'একজন লাল গেঞ্জি এবং লুঙ্গী পরা পুরুষ একটি দেইন এ দাড়িয়ে  দেইন কোঁড়ছে, তার পাশে একটি কোদাল বাপাশে কতগুলো ইট। ']"
107.png,"['দুইজন মানুষ আছে। জলাশয় এর পাশে নৌকা আছে।', '২ টি নৌকা পাড়ে ভিড়ানো আছে, একটি নৌকায় একটি সাদা কাপড় পরা পুরুষ বসে আছে, একটি ছোট নৌকায় পাশ দিয়ে যাচ্ছে যাতে একটি সাদা পুরুষ বসে আছে। ']"
108.png,"['সামনে একজন মানুষ শুয়ে আছে। পিছনে অনেকগুলো মানুষ বসে আছে।', 'একজন পুরুষ সোয়েটার প্যান্ট পরে শহিদ মিনারের সামনে শুয়ে ঘুমাচ্ছে তার পিছনে শহিদ মিনারের সিঁড়িতে বসে আছে ৯ জন ছেলে মেয়ে। ']"
109.png,"['পানির ভিতর একজন বালক খালি শরীরে বসে আছে।', 'একটি ছোট ছেলে লুঙ্গী পরে খালি গায়ে একটি বন্যার পানিতে তলিয়ে যাওয়া ঘরের দরজার সামনে দু হাত কেছে বসে আছে। ']"
110.png,"['এখানে অনেকগুলো মানুষ আছে।', 'একটি পুরুষ একটি হাতে কয়েকটা মোমবাতি ধরে আছে এবং কতগুলো মানুষ সেই মুমের আলোতে হাত বাড়িয়ে আছে। ']"
111.png,"['সমুদ্রের পারে চারজন মানুষ দাড়িয়ে আছে। তাদের মধ্যে একজন শিশু।', '৪ জন  মানুষ সমুদ্র তীরে ২ জায়গায় দাঁড়ানো কালো দেখা যাচ্ছে যার মাঝে একজন ছোট বাচ্চা ২ জন পুরুষ ১ জন মেয়ে ']"
112.png,"['বালু মাটির উপর দুইজন মানুষ দাড়িয়ে আছে।', 'একটি বালিময় জায়গায় দূরে দেখা যায়  হেটে যাচ্ছে ২ জন পুরুষ তাদের পিছনে একটি জায়গায় অল্প একটু  পানি জমে আছে। ']"
113.png,"['পানির ভিতর একজন বালক সাতার কাটছে।', 'কালো স্বচ্ছ পানির মাঝে সাঁতার কাটছে একটি ছোট ছেলে যার পরনে কোন কাপড় নেই। ']"
