image_name,captions,Generated
1072.jpg,"['একটি বিড়াল আছে ।', 'একটি বিড়াল ঘুমিয়ে আছে ।', 'একটি সাদা বিড়াল ঘুমিয়ে আছে ।', 'একটি বালিশের উপর একটি বিড়াল আছে ।', 'একটি সাদা বিড়াল বালিসের উপর ঘুমিয়ে আছে ।']",
1073.jpg,"['একটি বিড়াল আছে ।', 'একটি বিড়াল শুয়ে আছে ।', 'একটি সাদা বিড়াল ফ্লোর এ শুয়ে আছে ।', 'একটি সাদা বিড়ালের গলায়ে গলাপি রং এর একটি ফিতা আছে ।', 'একটি সাদা বিড়ালের গলায়ে গলাপি রং এর একটি ফিতা আছে এবং বিড়ালটি ঘুমিয়ে আছে ।']",
1074.jpg,"['একটি বিড়াল আছে ।', 'একটি সাদা বিড়াল আছে ।', 'একটি বিড়াল পর্দার পিছনে আছে ।', 'একটি সাদা বিড়াল পর্দার পিছনে আছে ।', 'একটি সাদা বিরালের গলায়ে একটি কালো ফিতা আছে ।']",
1075.jpg,"['একটি বিড়াল আছে ।', 'একটা সফার উপর একটি বিড়াল আছে ।', 'একটি বিড়াল নিছের দিকে তাকিয়ে আছে ।', 'একটি সাদা বিড়াল সফার উপর বশে আছে ।', 'একটি সাদা বিড়াল নিছের দিকে তাকিয়ে আছে ।']",
1076.jpg,"['একটি বিড়াল আছে ।', 'একটি সাদা বিড়াল আছে ।', 'একটি সাদা বিড়াল ও একটি লোক আছে ।', 'একটি বিড়াল লকের দিকে তাকিয়ে আছে ।', 'একটি সাদা বিড়াল উপর এ বসে একজন লোকের দিকে তাকিয়ে আছে ।']",
1077.jpg,"['একটি বিড়াল আছে ।', 'একটি সাদা বরাল আছে ।', 'একটি সাদা বিড়াল বসে আছে ।', 'একটি সাদা বিড়াল ও একটি গলাপি খেলনা আছে ।', 'একটি সাদা বিড়ালের সামনে একটি খেলনা আছে ।']",
1078.jpg,"['একটি কুকুর আছে ।', 'একটি বাদামি কুকুর আছে ।', 'একটি কুকুর দারিয়ে আছে ।', 'একটি বাদামি কুকুরের গলায়ে কালো ফিতা আছে ।', 'একটি কুকুর দারিয়ে আছে এবং তার গলায়ে কালো ফিতা আছে ।']",
1079.jpg,"['একটি কুকুর আছে ।', 'একটি কুকুর ও একটি মানুষ আছে ।', 'একটি বাদামি কুকুর ও একটি মানুষ আছে ।', 'একটি কালো জামা পরা মানুষ ও একটি বাদামি কুকুর আছে ।', 'একটি বাদামি কুকুর একটি কালো জামা পরা মানুষের দিকে তাকিয়ে আছে ।']",
1080.jpg,"['একটি কুকুর আছে ।', 'একটি বাদামি কুকুর আছে ।', 'একটি বাদামি কুকুর দারিয়ে আছে ।', 'একটি বাদামি কুকুর একটি গাঁটে এর সামনে দারিয়ে আছে ।', 'গাঁটে এর সামনে একটি বাদামি কুকুর দারিয়ে আছে ।']",
1082.jpg,"['চার জন ছেলে আছে ।', 'দুইজন ছেলে দারিয়ে আছে ও দুই জন ছেলে বসে আছে ।', 'চার জন ছেলে আছে এবং একজন গুইটার হাতে দারিয়ে আছে ।', 'সাদা কালো চার জন ছেলে আছে ।', 'চার জন ছেলে আছে এবং একজন গুইটার হাতে দারিয়ে আছে ও একজন মইকে এর সামনে দারিয়ে আছে ।']",
1083.jpg,"['একটি বিড়াল আছে ।', 'একটি সাদা বিড়াল আছে ।', 'একটি সাদা বিড়াল বসে আছে ।', 'একটি সাদা বিড়াল বসে আছে এবং গাছ আছে ।', 'একটি বিড়াল গাছের উপর বসে আছে ।']",
1084.jpg,"['একটি রাস্তা দেখা যাচ্ছে ।', 'রাস্তার পাশে দালান ও গাছ আছে ।', 'সবুজ গাছ ও দালানের মধ্যে একটি রাস্তা আছে ।', 'রাস্তার উপর কিছু তার আছে ।', 'রাস্তার উপর একটি গারি আছে ।']",
1085.jpg,"['পাহাড়ের উপর একটি লাল বাড়ি আছে ।', 'একটি লাল বাড়ির আশেপাশে অনেক গুলো সবুজ গাছ রয়েছে এবং একটি গাছের কোনও পাতা নাই ।', 'একটি লাল বাড়ির পাশে অনেক সবুজ গাছ রয়েছে ।', 'একটি লাল বাড়ি আছে তার আশেপাশে অনেক গাছ রয়েছে ।', 'অনেক গুলো সবুজ গাছের মধ্যে একটি গাছের কোনও পাতা নাই ।']",
